5_Minutes,Lane_1_ Flow (Veh_5 Minutes),Lane_Points, Observed_percent
04/01/2016 00:00,12.00,1.00,100.00%
04/01/2016 00:05,13.00,1.00,100.00%
04/01/2016 00:10,11.00,1.00,100.00%
04/01/2016 00:15,13.00,1.00,100.00%
04/01/2016 00:20,10.00,1.00,100.00%
04/01/2016 00:25,10.00,1.00,100.00%
04/01/2016 00:30,13.00,1.00,100.00%
04/01/2016 00:35,11.00,1.00,100.00%
04/01/2016 00:40,10.00,1.00,100.00%
04/01/2016 00:45,6.00,1.00,100.00%
04/01/2016 00:50,7.00,1.00,100.00%
04/01/2016 00:55,8.00,1.00,100.00%
04/01/2016 01:00,8.00,1.00,100.00%
04/01/2016 01:05,12.00,1.00,100.00%
04/01/2016 01:10,7.00,1.00,100.00%
04/01/2016 01:15,5.00,1.00,100.00%
04/01/2016 01:20,2.00,1.00,100.00%
04/01/2016 01:25,6.00,1.00,100.00%
04/01/2016 01:30,4.00,1.00,100.00%
04/01/2016 01:35,3.00,1.00,100.00%
04/01/2016 01:40,5.00,1.00,100.00%
04/01/2016 01:45,6.00,1.00,100.00%
04/01/2016 01:50,5.00,1.00,100.00%
04/01/2016 01:55,6.00,1.00,100.00%
04/01/2016 02:00,6.00,1.00,100.00%
04/01/2016 02:05,7.00,1.00,100.00%
04/01/2016 02:10,7.00,1.00,100.00%
04/01/2016 02:15,3.00,1.00,100.00%
04/01/2016 02:20,8.00,1.00,100.00%
04/01/2016 02:25,5.00,1.00,100.00%
04/01/2016 02:30,6.00,1.00,100.00%
04/01/2016 02:35,4.00,1.00,100.00%
04/01/2016 02:40,5.00,1.00,100.00%
04/01/2016 02:45,7.00,1.00,100.00%
04/01/2016 02:50,2.00,1.00,100.00%
04/01/2016 02:55,9.00,1.00,100.00%
04/01/2016 03:00,10.00,1.00,100.00%
04/01/2016 03:05,7.00,1.00,100.00%
04/01/2016 03:10,4.00,1.00,100.00%
04/01/2016 03:15,6.00,1.00,100.00%
04/01/2016 03:20,6.00,1.00,100.00%
04/01/2016 03:25,4.00,1.00,100.00%
04/01/2016 03:30,6.00,1.00,100.00%
04/01/2016 03:35,15.00,1.00,100.00%
04/01/2016 03:40,8.00,1.00,100.00%
04/01/2016 03:45,9.00,1.00,100.00%
04/01/2016 03:50,17.00,1.00,100.00%
04/01/2016 03:55,16.00,1.00,100.00%
04/01/2016 04:00,11.00,1.00,100.00%
04/01/2016 04:05,15.00,1.00,100.00%
04/01/2016 04:10,19.00,1.00,100.00%
04/01/2016 04:15,15.00,1.00,100.00%
04/01/2016 04:20,20.00,1.00,100.00%
04/01/2016 04:25,26.00,1.00,100.00%
04/01/2016 04:30,24.00,1.00,100.00%
04/01/2016 04:35,27.00,1.00,100.00%
04/01/2016 04:40,40.00,1.00,100.00%
04/01/2016 04:45,50.00,1.00,100.00%
04/01/2016 04:50,52.00,1.00,100.00%
04/01/2016 04:55,51.00,1.00,100.00%
04/01/2016 05:00,47.00,1.00,100.00%
04/01/2016 05:05,51.00,1.00,100.00%
04/01/2016 05:10,67.00,1.00,100.00%
04/01/2016 05:15,72.00,1.00,100.00%
04/01/2016 05:20,63.00,1.00,100.00%
04/01/2016 05:25,68.00,1.00,100.00%
04/01/2016 05:30,93.00,1.00,100.00%
04/01/2016 05:35,93.00,1.00,100.00%
04/01/2016 05:40,98.00,1.00,100.00%
04/01/2016 05:45,95.00,1.00,100.00%
04/01/2016 05:50,92.00,1.00,100.00%
04/01/2016 05:55,98.00,1.00,100.00%
04/01/2016 06:00,114.00,1.00,100.00%
04/01/2016 06:05,98.00,1.00,100.00%
04/01/2016 06:10,129.00,1.00,100.00%
04/01/2016 06:15,125.00,1.00,100.00%
04/01/2016 06:20,141.00,1.00,100.00%
04/01/2016 06:25,123.00,1.00,100.00%
04/01/2016 06:30,146.00,1.00,100.00%
04/01/2016 06:35,139.00,1.00,100.00%
04/01/2016 06:40,146.00,1.00,100.00%
04/01/2016 06:45,146.00,1.00,100.00%
04/01/2016 06:50,134.00,1.00,100.00%
04/01/2016 06:55,134.00,1.00,100.00%
04/01/2016 07:00,147.00,1.00,100.00%
04/01/2016 07:05,138.00,1.00,100.00%
04/01/2016 07:10,144.00,1.00,100.00%
04/01/2016 07:15,131.00,1.00,100.00%
04/01/2016 07:20,118.00,1.00,100.00%
04/01/2016 07:25,104.00,1.00,100.00%
04/01/2016 07:30,110.00,1.00,100.00%
04/01/2016 07:35,98.00,1.00,100.00%
04/01/2016 07:40,83.00,1.00,100.00%
04/01/2016 07:45,79.00,1.00,100.00%
04/01/2016 07:50,77.00,1.00,100.00%
04/01/2016 07:55,77.00,1.00,100.00%
04/01/2016 08:00,87.00,1.00,100.00%
04/01/2016 08:05,91.00,1.00,100.00%
04/01/2016 08:10,92.00,1.00,100.00%
04/01/2016 08:15,79.00,1.00,100.00%
04/01/2016 08:20,86.00,1.00,100.00%
04/01/2016 08:25,93.00,1.00,100.00%
04/01/2016 08:30,94.00,1.00,100.00%
04/01/2016 08:35,101.00,1.00,100.00%
04/01/2016 08:40,90.00,1.00,100.00%
04/01/2016 08:45,83.00,1.00,100.00%
04/01/2016 08:50,80.00,1.00,100.00%
04/01/2016 08:55,85.00,1.00,100.00%
04/01/2016 09:00,86.00,1.00,100.00%
04/01/2016 09:05,79.00,1.00,100.00%
04/01/2016 09:10,87.00,1.00,100.00%
04/01/2016 09:15,104.00,1.00,100.00%
04/01/2016 09:20,94.00,1.00,100.00%
04/01/2016 09:25,136.00,1.00,100.00%
04/01/2016 09:30,126.00,1.00,100.00%
04/01/2016 09:35,123.00,1.00,100.00%
04/01/2016 09:40,112.00,1.00,100.00%
04/01/2016 09:45,104.00,1.00,100.00%
04/01/2016 09:50,94.00,1.00,100.00%
04/01/2016 09:55,118.00,1.00,100.00%
04/01/2016 10:00,87.00,1.00,100.00%
04/01/2016 10:05,101.00,1.00,100.00%
04/01/2016 10:10,104.00,1.00,100.00%
04/01/2016 10:15,97.00,1.00,100.00%
04/01/2016 10:20,103.00,1.00,100.00%
04/01/2016 10:25,87.00,1.00,100.00%
04/01/2016 10:30,102.00,1.00,100.00%
04/01/2016 10:35,99.00,1.00,100.00%
04/01/2016 10:40,94.00,1.00,100.00%
04/01/2016 10:45,86.00,1.00,100.00%
04/01/2016 10:50,96.00,1.00,100.00%
04/01/2016 10:55,88.00,1.00,100.00%
04/01/2016 11:00,83.00,1.00,100.00%
04/01/2016 11:05,87.00,1.00,100.00%
04/01/2016 11:10,94.00,1.00,100.00%
04/01/2016 11:15,94.00,1.00,100.00%
04/01/2016 11:20,86.00,1.00,100.00%
04/01/2016 11:25,112.00,1.00,100.00%
04/01/2016 11:30,102.00,1.00,100.00%
04/01/2016 11:35,70.00,1.00,100.00%
04/01/2016 11:40,97.00,1.00,100.00%
04/01/2016 11:45,80.00,1.00,100.00%
04/01/2016 11:50,80.00,1.00,100.00%
04/01/2016 11:55,89.00,1.00,100.00%
04/01/2016 12:00,93.00,1.00,100.00%
04/01/2016 12:05,81.00,1.00,100.00%
04/01/2016 12:10,88.00,1.00,100.00%
04/01/2016 12:15,81.00,1.00,100.00%
04/01/2016 12:20,92.00,1.00,100.00%
04/01/2016 12:25,87.00,1.00,100.00%
04/01/2016 12:30,83.00,1.00,100.00%
04/01/2016 12:35,98.00,1.00,100.00%
04/01/2016 12:40,98.00,1.00,100.00%
04/01/2016 12:45,89.00,1.00,100.00%
04/01/2016 12:50,93.00,1.00,100.00%
04/01/2016 12:55,85.00,1.00,100.00%
04/01/2016 13:00,99.00,1.00,100.00%
04/01/2016 13:05,67.00,1.00,100.00%
04/01/2016 13:10,89.00,1.00,100.00%
04/01/2016 13:15,63.00,1.00,100.00%
04/01/2016 13:20,88.00,1.00,100.00%
04/01/2016 13:25,89.00,1.00,100.00%
04/01/2016 13:30,80.00,1.00,100.00%
04/01/2016 13:35,79.00,1.00,100.00%
04/01/2016 13:40,98.00,1.00,100.00%
04/01/2016 13:45,102.00,1.00,100.00%
04/01/2016 13:50,83.00,1.00,100.00%
04/01/2016 13:55,88.00,1.00,100.00%
04/01/2016 14:00,102.00,1.00,100.00%
04/01/2016 14:05,93.00,1.00,100.00%
04/01/2016 14:10,78.00,1.00,100.00%
04/01/2016 14:15,87.00,1.00,100.00%
04/01/2016 14:20,93.00,1.00,100.00%
04/01/2016 14:25,80.00,1.00,100.00%
04/01/2016 14:30,67.00,1.00,100.00%
04/01/2016 14:35,86.00,1.00,100.00%
04/01/2016 14:40,107.00,1.00,100.00%
04/01/2016 14:45,100.00,1.00,100.00%
04/01/2016 14:50,76.00,1.00,100.00%
04/01/2016 14:55,104.00,1.00,100.00%
04/01/2016 15:00,95.00,1.00,100.00%
04/01/2016 15:05,82.00,1.00,100.00%
04/01/2016 15:10,88.00,1.00,100.00%
04/01/2016 15:15,90.00,1.00,100.00%
04/01/2016 15:20,100.00,1.00,100.00%
04/01/2016 15:25,92.00,1.00,100.00%
04/01/2016 15:30,99.00,1.00,100.00%
04/01/2016 15:35,102.00,1.00,100.00%
04/01/2016 15:40,98.00,1.00,100.00%
04/01/2016 15:45,86.00,1.00,100.00%
04/01/2016 15:50,99.00,1.00,100.00%
04/01/2016 15:55,85.00,1.00,100.00%
04/01/2016 16:00,102.00,1.00,100.00%
04/01/2016 16:05,72.00,1.00,100.00%
04/01/2016 16:10,105.00,1.00,100.00%
04/01/2016 16:15,97.00,1.00,100.00%
04/01/2016 16:20,91.00,1.00,100.00%
04/01/2016 16:25,80.00,1.00,100.00%
04/01/2016 16:30,83.00,1.00,100.00%
04/01/2016 16:35,77.00,1.00,100.00%
04/01/2016 16:40,100.00,1.00,100.00%
04/01/2016 16:45,82.00,1.00,100.00%
04/01/2016 16:50,93.00,1.00,100.00%
04/01/2016 16:55,78.00,1.00,100.00%
04/01/2016 17:00,87.00,1.00,100.00%
04/01/2016 17:05,85.00,1.00,100.00%
04/01/2016 17:10,79.00,1.00,100.00%
04/01/2016 17:15,105.00,1.00,100.00%
04/01/2016 17:20,103.00,1.00,100.00%
04/01/2016 17:25,90.00,1.00,100.00%
04/01/2016 17:30,82.00,1.00,100.00%
04/01/2016 17:35,100.00,1.00,100.00%
04/01/2016 17:40,92.00,1.00,100.00%
04/01/2016 17:45,80.00,1.00,100.00%
04/01/2016 17:50,83.00,1.00,100.00%
04/01/2016 17:55,77.00,1.00,100.00%
04/01/2016 18:00,73.00,1.00,100.00%
04/01/2016 18:05,67.00,1.00,100.00%
04/01/2016 18:10,76.00,1.00,100.00%
04/01/2016 18:15,76.00,1.00,100.00%
04/01/2016 18:20,68.00,1.00,100.00%
04/01/2016 18:25,72.00,1.00,100.00%
04/01/2016 18:30,72.00,1.00,100.00%
04/01/2016 18:35,60.00,1.00,100.00%
04/01/2016 18:40,69.00,1.00,100.00%
04/01/2016 18:45,75.00,1.00,100.00%
04/01/2016 18:50,60.00,1.00,100.00%
04/01/2016 18:55,61.00,1.00,100.00%
04/01/2016 19:00,69.00,1.00,100.00%
04/01/2016 19:05,58.00,1.00,100.00%
04/01/2016 19:10,63.00,1.00,100.00%
04/01/2016 19:15,71.00,1.00,100.00%
04/01/2016 19:20,64.00,1.00,100.00%
04/01/2016 19:25,58.00,1.00,100.00%
04/01/2016 19:30,53.00,1.00,100.00%
04/01/2016 19:35,59.00,1.00,100.00%
04/01/2016 19:40,69.00,1.00,100.00%
04/01/2016 19:45,54.00,1.00,100.00%
04/01/2016 19:50,60.00,1.00,100.00%
04/01/2016 19:55,51.00,1.00,100.00%
04/01/2016 20:00,40.00,1.00,100.00%
04/01/2016 20:05,58.00,1.00,100.00%
04/01/2016 20:10,48.00,1.00,100.00%
04/01/2016 20:15,41.00,1.00,100.00%
04/01/2016 20:20,50.00,1.00,100.00%
04/01/2016 20:25,47.00,1.00,100.00%
04/01/2016 20:30,43.00,1.00,100.00%
04/01/2016 20:35,42.00,1.00,100.00%
04/01/2016 20:40,42.00,1.00,100.00%
04/01/2016 20:45,54.00,1.00,100.00%
04/01/2016 20:50,38.00,1.00,100.00%
04/01/2016 20:55,42.00,1.00,100.00%
04/01/2016 21:00,41.00,1.00,100.00%
04/01/2016 21:05,49.00,1.00,100.00%
04/01/2016 21:10,46.00,1.00,100.00%
04/01/2016 21:15,34.00,1.00,100.00%
04/01/2016 21:20,38.00,1.00,100.00%
04/01/2016 21:25,41.00,1.00,100.00%
04/01/2016 21:30,41.00,1.00,100.00%
04/01/2016 21:35,48.00,1.00,100.00%
04/01/2016 21:40,30.00,1.00,100.00%
04/01/2016 21:45,33.00,1.00,100.00%
04/01/2016 21:50,40.00,1.00,100.00%
04/01/2016 21:55,24.00,1.00,100.00%
04/01/2016 22:00,34.00,1.00,100.00%
04/01/2016 22:05,24.00,1.00,100.00%
04/01/2016 22:10,33.00,1.00,100.00%
04/01/2016 22:15,32.00,1.00,100.00%
04/01/2016 22:20,23.00,1.00,100.00%
04/01/2016 22:25,24.00,1.00,100.00%
04/01/2016 22:30,24.00,1.00,100.00%
04/01/2016 22:35,26.00,1.00,100.00%
04/01/2016 22:40,19.00,1.00,100.00%
04/01/2016 22:45,16.00,1.00,100.00%
04/01/2016 22:50,14.00,1.00,100.00%
04/01/2016 22:55,21.00,1.00,100.00%
04/01/2016 23:00,16.00,1.00,100.00%
04/01/2016 23:05,11.00,1.00,100.00%
04/01/2016 23:10,19.00,1.00,100.00%
04/01/2016 23:15,22.00,1.00,100.00%
04/01/2016 23:20,16.00,1.00,100.00%
04/01/2016 23:25,16.00,1.00,100.00%
04/01/2016 23:30,17.00,1.00,100.00%
04/01/2016 23:35,23.00,1.00,100.00%
04/01/2016 23:40,10.00,1.00,100.00%
04/01/2016 23:45,20.00,1.00,100.00%
04/01/2016 23:50,20.00,1.00,100.00%
04/01/2016 23:55,11.00,1.00,100.00%
05/01/2016 00:00,12.00,1.00,100.00%
05/01/2016 00:05,14.00,1.00,100.00%
05/01/2016 00:10,9.00,1.00,100.00%
05/01/2016 00:15,6.00,1.00,100.00%
05/01/2016 00:20,9.00,1.00,100.00%
05/01/2016 00:25,9.00,1.00,100.00%
05/01/2016 00:30,12.00,1.00,100.00%
05/01/2016 00:35,10.00,1.00,100.00%
05/01/2016 00:40,6.00,1.00,100.00%
05/01/2016 00:45,6.00,1.00,100.00%
05/01/2016 00:50,12.00,1.00,100.00%
05/01/2016 00:55,2.00,1.00,100.00%
05/01/2016 01:00,11.00,1.00,100.00%
05/01/2016 01:05,5.00,1.00,100.00%
05/01/2016 01:10,9.00,1.00,100.00%
05/01/2016 01:15,8.00,1.00,100.00%
05/01/2016 01:20,8.00,1.00,100.00%
05/01/2016 01:25,2.00,1.00,100.00%
05/01/2016 01:30,9.00,1.00,100.00%
05/01/2016 01:35,7.00,1.00,100.00%
05/01/2016 01:40,1.00,1.00,100.00%
05/01/2016 01:45,5.00,1.00,100.00%
05/01/2016 01:50,5.00,1.00,100.00%
05/01/2016 01:55,8.00,1.00,100.00%
05/01/2016 02:00,3.00,1.00,100.00%
05/01/2016 02:05,4.00,1.00,100.00%
05/01/2016 02:10,5.00,1.00,100.00%
05/01/2016 02:15,3.00,1.00,100.00%
05/01/2016 02:20,6.00,1.00,100.00%
05/01/2016 02:25,7.00,1.00,100.00%
05/01/2016 02:30,3.00,1.00,100.00%
05/01/2016 02:35,8.00,1.00,100.00%
05/01/2016 02:40,3.00,1.00,100.00%
05/01/2016 02:45,3.00,1.00,100.00%
05/01/2016 02:50,3.00,1.00,100.00%
05/01/2016 02:55,2.00,1.00,100.00%
05/01/2016 03:00,4.00,1.00,100.00%
05/01/2016 03:05,2.00,1.00,100.00%
05/01/2016 03:10,4.00,1.00,100.00%
05/01/2016 03:15,7.00,1.00,100.00%
05/01/2016 03:20,8.00,1.00,100.00%
05/01/2016 03:25,6.00,1.00,100.00%
05/01/2016 03:30,6.00,1.00,100.00%
05/01/2016 03:35,8.00,1.00,100.00%
05/01/2016 03:40,8.00,1.00,100.00%
05/01/2016 03:45,12.00,1.00,100.00%
05/01/2016 03:50,6.00,1.00,100.00%
05/01/2016 03:55,7.00,1.00,100.00%
05/01/2016 04:00,12.00,1.00,100.00%
05/01/2016 04:05,11.00,1.00,100.00%
05/01/2016 04:10,10.00,1.00,100.00%
05/01/2016 04:15,19.00,1.00,100.00%
05/01/2016 04:20,17.00,1.00,100.00%
05/01/2016 04:25,16.00,1.00,100.00%
05/01/2016 04:30,18.00,1.00,100.00%
05/01/2016 04:35,24.00,1.00,100.00%
05/01/2016 04:40,33.00,1.00,100.00%
05/01/2016 04:45,45.00,1.00,100.00%
05/01/2016 04:50,44.00,1.00,100.00%
05/01/2016 04:55,40.00,1.00,100.00%
05/01/2016 05:00,53.00,1.00,100.00%
05/01/2016 05:05,44.00,1.00,100.00%
05/01/2016 05:10,54.00,1.00,100.00%
05/01/2016 05:15,67.00,1.00,100.00%
05/01/2016 05:20,60.00,1.00,100.00%
05/01/2016 05:25,69.00,1.00,100.00%
05/01/2016 05:30,75.00,1.00,100.00%
05/01/2016 05:35,73.00,1.00,100.00%
05/01/2016 05:40,106.00,1.00,100.00%
05/01/2016 05:45,101.00,1.00,100.00%
05/01/2016 05:50,94.00,1.00,100.00%
05/01/2016 05:55,90.00,1.00,100.00%
05/01/2016 06:00,108.00,1.00,100.00%
05/01/2016 06:05,106.00,1.00,100.00%
05/01/2016 06:10,120.00,1.00,100.00%
05/01/2016 06:15,126.00,1.00,100.00%
05/01/2016 06:20,127.00,1.00,100.00%
05/01/2016 06:25,163.00,1.00,100.00%
05/01/2016 06:30,128.00,1.00,100.00%
05/01/2016 06:35,154.00,1.00,100.00%
05/01/2016 06:40,157.00,1.00,100.00%
05/01/2016 06:45,171.00,1.00,100.00%
05/01/2016 06:50,152.00,1.00,100.00%
05/01/2016 06:55,150.00,1.00,100.00%
05/01/2016 07:00,148.00,1.00,100.00%
05/01/2016 07:05,147.00,1.00,100.00%
05/01/2016 07:10,148.00,1.00,100.00%
05/01/2016 07:15,136.00,1.00,100.00%
05/01/2016 07:20,136.00,1.00,100.00%
05/01/2016 07:25,96.00,1.00,100.00%
05/01/2016 07:30,114.00,1.00,100.00%
05/01/2016 07:35,103.00,1.00,100.00%
05/01/2016 07:40,77.00,1.00,100.00%
05/01/2016 07:45,82.00,1.00,100.00%
05/01/2016 07:50,63.00,1.00,100.00%
05/01/2016 07:55,74.00,1.00,100.00%
05/01/2016 08:00,85.00,1.00,100.00%
05/01/2016 08:05,91.00,1.00,100.00%
05/01/2016 08:10,73.00,1.00,100.00%
05/01/2016 08:15,80.00,1.00,100.00%
05/01/2016 08:20,70.00,1.00,100.00%
05/01/2016 08:25,69.00,1.00,100.00%
05/01/2016 08:30,69.00,1.00,100.00%
05/01/2016 08:35,63.00,1.00,100.00%
05/01/2016 08:40,77.00,1.00,100.00%
05/01/2016 08:45,59.00,1.00,100.00%
05/01/2016 08:50,65.00,1.00,100.00%
05/01/2016 08:55,63.00,1.00,100.00%
05/01/2016 09:00,56.00,1.00,100.00%
05/01/2016 09:05,57.00,1.00,100.00%
05/01/2016 09:10,66.00,1.00,100.00%
05/01/2016 09:15,73.00,1.00,100.00%
05/01/2016 09:20,63.00,1.00,100.00%
05/01/2016 09:25,70.00,1.00,100.00%
05/01/2016 09:30,80.00,1.00,100.00%
05/01/2016 09:35,79.00,1.00,100.00%
05/01/2016 09:40,90.00,1.00,100.00%
05/01/2016 09:45,87.00,1.00,100.00%
05/01/2016 09:50,83.00,1.00,100.00%
05/01/2016 09:55,59.00,1.00,100.00%
05/01/2016 10:00,78.00,1.00,100.00%
05/01/2016 10:05,63.00,1.00,100.00%
05/01/2016 10:10,71.00,1.00,100.00%
05/01/2016 10:15,73.00,1.00,100.00%
05/01/2016 10:20,76.00,1.00,100.00%
05/01/2016 10:25,90.00,1.00,100.00%
05/01/2016 10:30,70.00,1.00,100.00%
05/01/2016 10:35,83.00,1.00,100.00%
05/01/2016 10:40,74.00,1.00,100.00%
05/01/2016 10:45,87.00,1.00,100.00%
05/01/2016 10:50,75.00,1.00,100.00%
05/01/2016 10:55,85.00,1.00,100.00%
05/01/2016 11:00,80.00,1.00,100.00%
05/01/2016 11:05,69.00,1.00,100.00%
05/01/2016 11:10,72.00,1.00,100.00%
05/01/2016 11:15,75.00,1.00,100.00%
05/01/2016 11:20,77.00,1.00,100.00%
05/01/2016 11:25,72.00,1.00,100.00%
05/01/2016 11:30,64.00,1.00,100.00%
05/01/2016 11:35,90.00,1.00,100.00%
05/01/2016 11:40,89.00,1.00,100.00%
05/01/2016 11:45,53.00,1.00,100.00%
05/01/2016 11:50,46.00,1.00,100.00%
05/01/2016 11:55,47.00,1.00,100.00%
05/01/2016 12:00,41.00,1.00,100.00%
05/01/2016 12:05,83.00,1.00,100.00%
05/01/2016 12:10,63.00,1.00,100.00%
05/01/2016 12:15,76.00,1.00,100.00%
05/01/2016 12:20,71.00,1.00,100.00%
05/01/2016 12:25,47.00,1.00,100.00%
05/01/2016 12:30,72.00,1.00,100.00%
05/01/2016 12:35,71.00,1.00,100.00%
05/01/2016 12:40,37.00,1.00,100.00%
05/01/2016 12:45,17.00,1.00,100.00%
05/01/2016 12:50,74.00,1.00,100.00%
05/01/2016 12:55,72.00,1.00,100.00%
05/01/2016 13:00,80.00,1.00,100.00%
05/01/2016 13:05,69.00,1.00,100.00%
05/01/2016 13:10,62.00,1.00,100.00%
05/01/2016 13:15,57.00,1.00,100.00%
05/01/2016 13:20,65.00,1.00,100.00%
05/01/2016 13:25,51.00,1.00,100.00%
05/01/2016 13:30,61.00,1.00,100.00%
05/01/2016 13:35,69.00,1.00,100.00%
05/01/2016 13:40,77.00,1.00,100.00%
05/01/2016 13:45,31.00,1.00,100.00%
05/01/2016 13:50,95.00,1.00,100.00%
05/01/2016 13:55,77.00,1.00,100.00%
05/01/2016 14:00,64.00,1.00,100.00%
05/01/2016 14:05,69.00,1.00,100.00%
05/01/2016 14:10,57.00,1.00,100.00%
05/01/2016 14:15,74.00,1.00,100.00%
05/01/2016 14:20,73.00,1.00,100.00%
05/01/2016 14:25,70.00,1.00,100.00%
05/01/2016 14:30,74.00,1.00,100.00%
05/01/2016 14:35,65.00,1.00,100.00%
05/01/2016 14:40,73.00,1.00,100.00%
05/01/2016 14:45,87.00,1.00,100.00%
05/01/2016 14:50,56.00,1.00,100.00%
05/01/2016 14:55,71.00,1.00,100.00%
05/01/2016 15:00,51.00,1.00,100.00%
05/01/2016 15:05,67.00,1.00,100.00%
05/01/2016 15:10,65.00,1.00,100.00%
05/01/2016 15:15,79.00,1.00,100.00%
05/01/2016 15:20,95.00,1.00,100.00%
05/01/2016 15:25,81.00,1.00,100.00%
05/01/2016 15:30,79.00,1.00,100.00%
05/01/2016 15:35,92.00,1.00,100.00%
05/01/2016 15:40,103.00,1.00,100.00%
05/01/2016 15:45,83.00,1.00,100.00%
05/01/2016 15:50,89.00,1.00,100.00%
05/01/2016 15:55,71.00,1.00,100.00%
05/01/2016 16:00,72.00,1.00,100.00%
05/01/2016 16:05,74.00,1.00,100.00%
05/01/2016 16:10,81.00,1.00,100.00%
05/01/2016 16:15,77.00,1.00,100.00%
05/01/2016 16:20,80.00,1.00,100.00%
05/01/2016 16:25,86.00,1.00,100.00%
05/01/2016 16:30,78.00,1.00,100.00%
05/01/2016 16:35,73.00,1.00,100.00%
05/01/2016 16:40,82.00,1.00,100.00%
05/01/2016 16:45,70.00,1.00,100.00%
05/01/2016 16:50,83.00,1.00,100.00%
05/01/2016 16:55,81.00,1.00,100.00%
05/01/2016 17:00,75.00,1.00,100.00%
05/01/2016 17:05,80.00,1.00,100.00%
05/01/2016 17:10,81.00,1.00,100.00%
05/01/2016 17:15,95.00,1.00,100.00%
05/01/2016 17:20,95.00,1.00,100.00%
05/01/2016 17:25,77.00,1.00,100.00%
05/01/2016 17:30,81.00,1.00,100.00%
05/01/2016 17:35,68.00,1.00,100.00%
05/01/2016 17:40,66.00,1.00,100.00%
05/01/2016 17:45,80.00,1.00,100.00%
05/01/2016 17:50,75.00,1.00,100.00%
05/01/2016 17:55,62.00,1.00,100.00%
05/01/2016 18:00,74.00,1.00,100.00%
05/01/2016 18:05,81.00,1.00,100.00%
05/01/2016 18:10,71.00,1.00,100.00%
05/01/2016 18:15,75.00,1.00,100.00%
05/01/2016 18:20,80.00,1.00,100.00%
05/01/2016 18:25,66.00,1.00,100.00%
05/01/2016 18:30,72.00,1.00,100.00%
05/01/2016 18:35,61.00,1.00,100.00%
05/01/2016 18:40,62.00,1.00,100.00%
05/01/2016 18:45,60.00,1.00,100.00%
05/01/2016 18:50,64.00,1.00,100.00%
05/01/2016 18:55,55.00,1.00,100.00%
05/01/2016 19:00,70.00,1.00,100.00%
05/01/2016 19:05,51.00,1.00,100.00%
05/01/2016 19:10,60.00,1.00,100.00%
05/01/2016 19:15,51.00,1.00,100.00%
05/01/2016 19:20,60.00,1.00,100.00%
05/01/2016 19:25,58.00,1.00,100.00%
05/01/2016 19:30,49.00,1.00,100.00%
05/01/2016 19:35,51.00,1.00,100.00%
05/01/2016 19:40,58.00,1.00,100.00%
05/01/2016 19:45,37.00,1.00,100.00%
05/01/2016 19:50,40.00,1.00,100.00%
05/01/2016 19:55,45.00,1.00,100.00%
05/01/2016 20:00,48.00,1.00,100.00%
05/01/2016 20:05,39.00,1.00,100.00%
05/01/2016 20:10,45.00,1.00,100.00%
05/01/2016 20:15,56.00,1.00,100.00%
05/01/2016 20:20,44.00,1.00,100.00%
05/01/2016 20:25,47.00,1.00,100.00%
05/01/2016 20:30,37.00,1.00,100.00%
05/01/2016 20:35,37.00,1.00,100.00%
05/01/2016 20:40,43.00,1.00,100.00%
05/01/2016 20:45,37.00,1.00,100.00%
05/01/2016 20:50,48.00,1.00,100.00%
05/01/2016 20:55,43.00,1.00,100.00%
05/01/2016 21:00,28.00,1.00,100.00%
05/01/2016 21:05,40.00,1.00,100.00%
05/01/2016 21:10,41.00,1.00,100.00%
05/01/2016 21:15,36.00,1.00,100.00%
05/01/2016 21:20,47.00,1.00,100.00%
05/01/2016 21:25,33.00,1.00,100.00%
05/01/2016 21:30,30.00,1.00,100.00%
05/01/2016 21:35,30.00,1.00,100.00%
05/01/2016 21:40,31.00,1.00,100.00%
05/01/2016 21:45,27.00,1.00,100.00%
05/01/2016 21:50,35.00,1.00,100.00%
05/01/2016 21:55,24.00,1.00,100.00%
05/01/2016 22:00,21.00,1.00,100.00%
05/01/2016 22:05,25.00,1.00,100.00%
05/01/2016 22:10,26.00,1.00,100.00%
05/01/2016 22:15,31.00,1.00,100.00%
05/01/2016 22:20,29.00,1.00,100.00%
05/01/2016 22:25,25.00,1.00,100.00%
05/01/2016 22:30,25.00,1.00,100.00%
05/01/2016 22:35,20.00,1.00,100.00%
05/01/2016 22:40,19.00,1.00,100.00%
05/01/2016 22:45,15.00,1.00,100.00%
05/01/2016 22:50,18.00,1.00,100.00%
05/01/2016 22:55,13.00,1.00,100.00%
05/01/2016 23:00,13.00,1.00,100.00%
05/01/2016 23:05,13.00,1.00,100.00%
05/01/2016 23:10,18.00,1.00,100.00%
05/01/2016 23:15,15.00,1.00,100.00%
05/01/2016 23:20,12.00,1.00,100.00%
05/01/2016 23:25,12.00,1.00,100.00%
05/01/2016 23:30,8.00,1.00,100.00%
05/01/2016 23:35,14.00,1.00,100.00%
05/01/2016 23:40,13.00,1.00,100.00%
05/01/2016 23:45,15.00,1.00,100.00%
05/01/2016 23:50,16.00,1.00,100.00%
05/01/2016 23:55,12.00,1.00,100.00%
06/01/2016 00:00,13.00,1.00,100.00%
06/01/2016 00:05,5.00,1.00,100.00%
06/01/2016 00:10,7.00,1.00,100.00%
06/01/2016 00:15,8.00,1.00,100.00%
06/01/2016 00:20,8.00,1.00,100.00%
